,NAME,GRADE,AGE,SKILL,STARCOLL,NUMOFF,POS,HEIGHT_IN,WEIGHT_LBS,COLLDIST_MI,NILVAL_LONG_USD,INSTA_LONG,TWIT_LONG,TIK_LONG,TOT_FOL,SPORT,RECRUIT_YEAR,EXP_MONTHS,EXP_YEARS,institution_name_short,ClassificationCode,REV_MEN,EXP_MEN
807,Omarion Miller,2.0,18.0,90.99,Colorado,11.0,3.0,73.5,192.0,797.0,70000.0,6400.0,4500.0,1900.0,6400.0,football,2023.0,2.0,0.1726027397260274,Colorado,1.0,49113361.0,25536219.0
808,Adam Hopkins,2.0,20.0,89.99,Colorado,13.0,3.0,71.0,174.0,1352.0,71000.0,2301.0,2300.0,1.0,2301.0,football,2023.0,2.0,0.1726027397260274,Colorado,1.0,49113361.0,25536219.0
817,Kasen Weisman,2.0,18.282809611829943,84.5,Colorado,23.0,1.0,74.0,170.0,1205.0,62000.0,49100.0,5100.0,44000.0,49100.0,football,2023.0,2.0,0.1726027397260274,Colorado,1.0,49113361.0,25536219.0
826,Tyler Banks,4.0,21.40861466821886,85.95,Colorado,13.0,8.0,73.0,240.0,667.0,68000.0,1300.0,1300.0,0.0,1300.0,football,2022.0,14.0,1.1726027397260275,Colorado,1.0,49113361.0,25536219.0
833,Deuce Spurlock,1.0,21.40861466821886,84.8,Colorado,23.0,8.0,74.0,220.0,549.0,99000.0,4100.0,4100.0,0.0,4100.0,football,2022.0,14.0,1.1726027397260275,Colorado,1.0,49113361.0,25536219.0
837,Christian Williams,1.0,19.0,83.9,Colorado,2.0,10.0,75.0,310.0,793.0,82000.0,2746.0,2500.0,246.0,2746.0,football,2022.0,14.0,1.1726027397260275,Colorado,1.0,49113361.0,25536219.0
849,Trevor Woods,6.0,20.272727272727273,84.67,Colorado,21.0,4.0,73.0,190.0,885.0,105000.0,962.0,962.0,0.0,962.0,football,2021.0,26.0,2.1726027397260275,Colorado,1.0,49113361.0,25536219.0
860,Winston Watkins Jr.,0.0,16.0,93.65,Colorado,23.0,3.0,69.0,175.0,1627.0,147000.0,90900.0,4900.0,86000.0,90900.0,football,2025.0,0.0,0.0,Colorado,1.0,49113361.0,25536219.0
863,Aaron Butler,0.0,17.0,93.24,Colorado,25.0,15.0,71.5,165.0,847.0,121000.0,2200.0,2200.0,0.0,2200.0,football,2024.0,0.0,0.0,Colorado,1.0,49113361.0,25536219.0
878,Suntarine Perkins,2.0,19.0,98.14,Ole Miss,13.0,8.0,73.5,205.0,158.0,281000.0,11700.0,6500.0,5200.0,11700.0,football,2023.0,2.0,0.1726027397260274,Ole Miss,1.0,73774406.0,48670848.0
879,Ayden Williams,2.0,18.0,94.69,Ole Miss,14.0,3.0,75.0,190.0,137.0,127000.0,6300.0,4900.0,1400.0,6300.0,football,2023.0,2.0,0.1726027397260274,Ole Miss,1.0,73774406.0,48670848.0
880,Kedrick Reescano,2.0,18.0,93.53,Ole Miss,11.0,9.0,70.5,190.0,438.0,110000.0,3600.0,3600.0,0.0,3600.0,football,2023.0,2.0,0.1726027397260274,Ole Miss,1.0,73774406.0,48670848.0
881,Braxton Myers,4.0,19.0,91.4,Ole Miss,25.0,7.0,73.0,188.0,442.0,76000.0,4293.0,3900.0,393.0,4293.0,football,2023.0,2.0,0.1726027397260274,Ole Miss,1.0,73774406.0,48670848.0
882,Jamarious Brown,2.0,18.282809611829943,91.07,Ole Miss,13.0,5.0,74.0,270.0,269.0,64000.0,2800.0,2800.0,0.0,2800.0,football,2023.0,2.0,0.1726027397260274,Ole Miss,1.0,73774406.0,48670848.0
883,Austin Simmons,2.0,18.282809611829943,91.01,Ole Miss,21.0,1.0,73.0,180.0,737.0,112000.0,5600.0,4100.0,1500.0,5600.0,football,2023.0,2.0,0.1726027397260274,Ole Miss,1.0,73774406.0,48670848.0
895,Zxavian Harris,4.0,19.0,94.02,Ole Miss,11.0,5.0,79.0,350.0,131.0,63000.0,2100.0,2100.0,0.0,2100.0,football,2022.0,14.0,1.1726027397260275,Ole Miss,1.0,73774406.0,48670848.0
896,Davison Igbinosun,4.0,19.0,92.79,Ole Miss,25.0,7.0,73.0,185.0,940.0,120000.0,7500.0,5300.0,2200.0,7500.0,football,2022.0,14.0,1.1726027397260275,Ole Miss,1.0,73774406.0,48670848.0
898,Jeremiah Dillon,1.0,19.0,91.34,Ole Miss,10.0,3.0,73.0,170.0,223.0,68000.0,1100.0,1100.0,0.0,1100.0,football,2022.0,14.0,1.1726027397260275,Ole Miss,1.0,73774406.0,48670848.0
899,Taylor Groves,1.0,19.0,90.38,Ole Miss,25.0,4.0,74.0,175.0,219.0,73000.0,3400.0,3400.0,0.0,3400.0,football,2022.0,14.0,1.1726027397260275,Ole Miss,1.0,73774406.0,48670848.0
915,Bralon Brown,6.0,21.0,91.66,Ole Miss,24.0,3.0,75.0,190.0,796.0,88000.0,2582.0,2300.0,282.0,2582.0,football,2021.0,26.0,2.1726027397260275,Ole Miss,1.0,73774406.0,48670848.0
921,JJ Henry,3.0,20.0,88.95,Ole Miss,23.0,3.0,70.0,165.0,416.0,94000.0,80500.0,2500.0,78000.0,80500.0,football,2021.0,26.0,2.1726027397260275,Ole Miss,1.0,73774406.0,48670848.0
923,Jayden Williams,3.0,20.272727272727273,88.39,Ole Miss,7.0,10.0,77.0,268.0,172.0,77000.0,466.0,466.0,0.0,466.0,football,2021.0,26.0,2.1726027397260275,Ole Miss,1.0,73774406.0,48670848.0
928,Cedrick Nicely,3.0,20.272727272727273,85.63,Ole Miss,5.0,10.0,76.0,305.0,324.0,78000.0,1553.0,962.0,591.0,1553.0,football,2021.0,26.0,2.1726027397260275,Ole Miss,1.0,73774406.0,48670848.0
933,Micah Pettus,3.0,20.272727272727273,82.87,Ole Miss,25.0,6.0,80.0,318.0,163.0,79000.0,8300.0,1700.0,6600.0,8300.0,football,2021.0,26.0,2.1726027397260275,Ole Miss,1.0,73774406.0,48670848.0
935,Caleb Cunningham,0.0,16.0,96.25,Ole Miss,21.0,3.0,75.0,185.0,72.0,137000.0,3200.0,3200.0,0.0,3200.0,football,2025.0,0.0,0.0,Ole Miss,1.0,73774406.0,48670848.0
949,Kamarion Franklin,0.0,17.0,95.88,Ole Miss,25.0,5.0,77.0,260.0,56.0,184000.0,8800.0,6400.0,2400.0,8800.0,football,2024.0,0.0,0.0,Ole Miss,1.0,73774406.0,48670848.0
950,Kamron Beavers,0.0,17.0,92.62,Ole Miss,10.0,5.0,74.5,260.0,164.0,107000.0,778.0,778.0,0.0,778.0,football,2024.0,0.0,0.0,Ole Miss,1.0,73774406.0,48670848.0
951,Jeffery Rush,0.0,17.0,91.31,Ole Miss,14.0,5.0,73.0,265.0,280.0,83000.0,1900.0,1900.0,0.0,1900.0,football,2024.0,0.0,0.0,Ole Miss,1.0,73774406.0,48670848.0
952,Travaris Banks,0.0,17.0,91.0,Ole Miss,20.0,4.0,73.5,195.0,135.0,81000.0,3500.0,2400.0,1100.0,3500.0,football,2024.0,0.0,0.0,Ole Miss,1.0,73774406.0,48670848.0
953,Trever Jackson,0.0,17.0,90.69,Ole Miss,25.0,1.0,75.0,190.0,615.0,97000.0,2300.0,2300.0,0.0,2300.0,football,2024.0,0.0,0.0,Ole Miss,1.0,73774406.0,48670848.0
977,JaReylan McCoy,0.0,15.0,92.33,Ole Miss,14.0,5.0,78.5,250.0,42.0,82000.0,1100.0,1100.0,0.0,1100.0,football,2026.0,0.0,0.0,Ole Miss,1.0,73774406.0,48670848.0
981,Peter Woods,2.0,18.0,97.65,Clemson,25.0,5.0,74.0,315.0,248.0,329000.0,6200.0,6200.0,0.0,6200.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
982,Tomarrion Parker,2.0,19.0,96.02,Clemson,25.0,2.0,75.5,250.0,198.0,171000.0,4957.0,4600.0,357.0,4957.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
983,Vic Burley,2.0,18.0,95.17,Clemson,25.0,5.0,76.0,315.0,153.0,137000.0,6000.0,4800.0,1200.0,6000.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
984,Christopher Vizzina,2.0,18.0,94.59,Clemson,25.0,1.0,76.0,205.0,242.0,357000.0,8800.0,8800.0,0.0,8800.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
985,Stephiylan Green,2.0,18.282809611829943,93.99,Clemson,24.0,5.0,76.0,280.0,134.0,123000.0,2700.0,2700.0,0.0,2700.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
986,Harris Sewell,2.0,18.0,92.96,Clemson,19.0,10.0,76.0,302.0,1143.0,114000.0,5000.0,4000.0,1000.0,5000.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
987,Jamal Anderson,2.0,18.282809611829943,92.12,Clemson,25.0,8.0,74.0,215.0,68.0,113000.0,2581.0,2400.0,181.0,2581.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
988,Avieon Terrell,2.0,18.0,91.15,Clemson,20.0,7.0,180.0,161.0,111.0,94000.0,8300.0,2600.0,5700.0,8300.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
989,Ian Reed,2.0,18.282809611829943,90.96,Clemson,25.0,10.0,78.0,325.0,921.0,77000.0,2200.0,2200.0,0.0,2200.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
990,Zechariah Owens,2.0,18.0,90.84,Clemson,25.0,6.0,77.5,385.0,109.0,78000.0,2544.0,1600.0,944.0,2544.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
991,David Ojiegbe,2.0,19.0,90.69,Clemson,25.0,2.0,74.0,235.0,433.0,81000.0,1700.0,1700.0,0.0,1700.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
992,AJ Hoffler,2.0,18.282809611829943,90.62,Clemson,25.0,5.0,76.0,240.0,111.0,62000.0,2500.0,2500.0,0.0,2500.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
993,Ronan Hanafin,2.0,19.0,90.12,Clemson,25.0,3.0,75.0,210.0,826.0,62000.0,3000.0,3000.0,0.0,3000.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
995,Noble Johnson,2.0,18.0,89.5,Clemson,25.0,3.0,73.5,205.0,790.0,94000.0,15700.0,3700.0,12000.0,15700.0,football,2023.0,2.0,0.1726027397260274,Clemson,1.0,68912760.0,50539277.0
1007,Cade Klubnik,4.0,19.0,97.56,Clemson,25.0,1.0,74.5,180.0,921.0,157000.0,25000.0,25000.0,0.0,25000.0,football,2022.0,14.0,1.1726027397260275,Clemson,1.0,68912760.0,50539277.0
1013,Sherrod Covil,4.0,20.0,92.0,Clemson,25.0,4.0,71.0,185.0,398.0,64000.0,85900.0,4900.0,81000.0,85900.0,football,2022.0,14.0,1.1726027397260275,Clemson,1.0,68912760.0,50539277.0
1027,Barrett Carter,6.0,20.0,96.97,Clemson,25.0,8.0,73.0,220.0,84.0,210000.0,6318.0,6200.0,118.0,6318.0,football,2021.0,26.0,2.1726027397260275,Clemson,1.0,68912760.0,50539277.0
1028,Jeremiah Trotter Jr.,6.0,20.0,96.77,Clemson,9.0,8.0,72.0,230.0,555.0,453000.0,2400.0,2400.0,0.0,2400.0,football,2021.0,26.0,2.1726027397260275,Clemson,1.0,68912760.0,50539277.0
1029,Will Shipley,6.0,21.0,96.56,Clemson,25.0,9.0,71.0,210.0,124.0,232000.0,34900.0,19000.0,15900.0,34900.0,football,2021.0,26.0,2.1726027397260275,Clemson,1.0,68912760.0,50539277.0
1030,Jake Briningstool,6.0,20.0,94.35,Clemson,25.0,11.0,78.0,230.0,241.0,109000.0,4109.0,4000.0,109.0,4109.0,football,2021.0,26.0,2.1726027397260275,Clemson,1.0,68912760.0,50539277.0
1034,Nate Wiggins,6.0,20.0,93.59,Clemson,25.0,7.0,74.0,170.0,111.0,285000.0,2900.0,2900.0,0.0,2900.0,football,2021.0,26.0,2.1726027397260275,Clemson,1.0,68912760.0,50539277.0
1035,Andrew Mukuba,6.0,20.0,93.43,Clemson,25.0,4.0,72.0,185.0,921.0,133000.0,7000.0,5900.0,1100.0,7000.0,football,2021.0,26.0,2.1726027397260275,Clemson,1.0,68912760.0,50539277.0
1046,Gideon Davidson,0.0,16.0,92.97,Clemson,22.0,9.0,71.0,185.0,275.0,71000.0,2200.0,2200.0,0.0,2200.0,football,2025.0,0.0,0.0,Clemson,1.0,68912760.0,50539277.0
1048,Blake Hebert,0.0,16.0,91.27,Clemson,19.0,1.0,74.5,213.0,836.0,83000.0,1100.0,1100.0,0.0,1100.0,football,2025.0,0.0,0.0,Clemson,1.0,68912760.0,50539277.0
1049,Sammy Brown,0.0,17.0,98.13,Clemson,25.0,8.0,74.5,225.0,59.0,346000.0,32600.0,9600.0,23000.0,32600.0,football,2024.0,0.0,0.0,Clemson,1.0,68912760.0,50539277.0
1050,Bryant Wesco,0.0,17.0,97.3,Clemson,25.0,3.0,74.0,170.0,829.0,275000.0,4000.0,2800.0,1200.0,4000.0,football,2024.0,0.0,0.0,Clemson,1.0,68912760.0,50539277.0
1051,Corian Gipson,0.0,17.0,94.26,Clemson,25.0,7.0,72.0,160.0,815.0,124000.0,2505.0,2500.0,5.0,2505.0,football,2024.0,0.0,0.0,Clemson,1.0,68912760.0,50539277.0
1052,Christian Bentancur,0.0,17.0,93.82,Clemson,25.0,11.0,76.5,235.0,610.0,118000.0,2600.0,2600.0,0.0,2600.0,football,2024.0,0.0,0.0,Clemson,1.0,68912760.0,50539277.0
1053,TJ Moore,0.0,17.0,93.59,Clemson,25.0,3.0,74.0,180.0,465.0,132000.0,6900.0,3400.0,3500.0,6900.0,football,2024.0,0.0,0.0,Clemson,1.0,68912760.0,50539277.0
1054,Ricardo Jones,0.0,17.0,92.7,Clemson,25.0,4.0,75.0,190.0,153.0,111000.0,2400.0,2400.0,0.0,2400.0,football,2024.0,0.0,0.0,Clemson,1.0,68912760.0,50539277.0
1055,Darien Mayo,0.0,17.0,91.17,Clemson,25.0,2.0,80.0,250.0,442.0,81000.0,2346.0,2200.0,146.0,2346.0,football,2024.0,0.0,0.0,Clemson,1.0,68912760.0,50539277.0
1056,Hevin Brown-Shuler,0.0,17.0,90.94,Clemson,25.0,5.0,74.5,300.0,111.0,71000.0,6256.0,6100.0,156.0,6256.0,football,2024.0,0.0,0.0,Clemson,1.0,68912760.0,50539277.0
1057,Tavoy Feagin,0.0,17.0,90.57,Clemson,25.0,7.0,70.0,165.0,465.0,78000.0,14400.0,2500.0,11900.0,14400.0,football,2024.0,0.0,0.0,Clemson,1.0,68912760.0,50539277.0
1066,Damon Wilson,2.0,18.0,97.59,Georgia,25.0,2.0,76.0,230.0,481.0,319000.0,6200.0,4400.0,1800.0,6200.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1067,Jordan Hall,2.0,18.0,97.33,Georgia,25.0,5.0,75.5,310.0,272.0,240000.0,7800.0,4800.0,3000.0,7800.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1068,Raylen Wilson,2.0,18.0,97.26,Georgia,25.0,8.0,74.0,215.0,253.0,252000.0,63900.0,5900.0,58000.0,63900.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1069,Monroe Freeling,2.0,19.0,97.14,Georgia,23.0,6.0,79.0,284.0,217.0,199000.0,3101.0,3100.0,1.0,3101.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1070,A.J. Harris,2.0,17.0,96.6,Georgia,25.0,7.0,73.0,178.0,143.0,204000.0,6400.0,6400.0,0.0,6400.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1071,Samuel M'Pemba,2.0,18.0,96.44,Georgia,25.0,2.0,75.5,240.0,497.0,198000.0,11500.0,11500.0,0.0,11500.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1072,Joenel Aguero,2.0,19.0,96.35,Georgia,25.0,4.0,71.5,200.0,894.0,217000.0,59200.0,6200.0,53000.0,59200.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1073,Gabe Harris,2.0,18.282809611829943,95.42,Georgia,17.0,2.0,76.0,235.0,225.0,155000.0,5600.0,3600.0,2000.0,5600.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1074,Pearce Spurlin,2.0,19.0,95.42,Georgia,18.0,11.0,77.5,200.0,301.0,153000.0,6000.0,4800.0,1200.0,6000.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1075,CJ Allen,2.0,18.0,94.91,Georgia,25.0,8.0,72.5,214.0,79.0,156000.0,3300.0,3300.0,0.0,3300.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1076,Troy Bowles,2.0,18.0,94.55,Georgia,25.0,8.0,72.5,204.0,421.0,149000.0,8400.0,4100.0,4300.0,8400.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1077,Tyler Williams,2.0,18.282809611829943,94.46,Georgia,25.0,3.0,74.5,200.0,421.0,141000.0,3800.0,3800.0,0.0,3800.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1078,Bo Hughley,2.0,18.0,93.54,Georgia,13.0,6.0,78.5,295.0,80.0,125000.0,2500.0,2500.0,0.0,2500.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1079,Lawson Luckie,2.0,18.0,93.27,Georgia,22.0,11.0,75.0,215.0,50.0,121000.0,2700.0,2700.0,0.0,2700.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1080,Roderick Robinson II,2.0,18.0,93.03,Georgia,25.0,9.0,73.0,238.0,1944.0,128000.0,4800.0,4800.0,0.0,4800.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1081,Daniel Harris,2.0,18.282809611829943,92.74,Georgia,25.0,7.0,74.0,175.0,595.0,111000.0,2600.0,2600.0,0.0,2600.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1082,Chris Peal,2.0,18.0,92.68,Georgia,19.0,7.0,73.0,190.0,166.0,105000.0,2266.0,1700.0,566.0,2266.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1083,Jamaal Jarrett,2.0,18.0,92.39,Georgia,24.0,5.0,77.0,380.0,248.0,103000.0,17600.0,6600.0,11000.0,17600.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1084,Kelton Smith,2.0,18.0,92.27,Georgia,13.0,10.0,76.0,315.0,142.0,93000.0,1400.0,1400.0,0.0,1400.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1085,Anthony Evans,2.0,18.0,92.16,Georgia,25.0,3.0,70.5,152.0,930.0,117000.0,4700.0,4700.0,0.0,4700.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1086,Yazeed Haynes,2.0,18.282809611829943,91.73,Georgia,10.0,3.0,73.0,165.0,617.0,93000.0,2000.0,2000.0,0.0,2000.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1087,Justyn Rhett,2.0,19.0,89.76,Georgia,13.0,7.0,72.0,183.0,1795.0,77000.0,40700.0,2700.0,38000.0,40700.0,football,2023.0,2.0,0.1726027397260274,Georgia,1.0,155951449.0,61722123.0
1093,Mykel Williams,4.0,19.0,98.57,Georgia,25.0,2.0,77.0,261.0,142.0,470000.0,9680.0,8800.0,880.0,9680.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1094,Malaki Starks,4.0,19.0,98.38,Georgia,15.0,4.0,73.0,200.0,15.0,512000.0,2850.0,2400.0,450.0,2850.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1095,Marvin Jones Jr.,4.0,19.0,97.5,Georgia,25.0,2.0,76.0,253.0,578.0,97000.0,13600.0,8900.0,4700.0,13600.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1096,Jaheim Singletary,1.0,20.0,97.23,Georgia,25.0,7.0,74.5,170.0,272.0,143000.0,7600.0,7600.0,0.0,7600.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1097,Daylen Everette,4.0,19.0,96.92,Georgia,25.0,7.0,73.0,190.0,459.0,92000.0,21800.0,5700.0,16100.000000000002,21800.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1098,Bear Alexander,4.0,19.0,96.33,Georgia,25.0,5.0,75.0,320.0,795.0,61000.0,14546.0,14300.0,246.0,14546.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1099,Earnest Greene,1.0,19.0,96.27,Georgia,25.0,6.0,76.5,350.0,1984.0,77000.0,4000.0,4000.0,0.0,4000.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1100,Jalon Walker,4.0,19.0,96.07,Georgia,25.0,8.0,74.0,230.0,202.0,94000.0,7000.0,7000.0,0.0,7000.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1101,Branson Robinson,4.0,19.0,95.18,Georgia,16.0,9.0,70.0,210.0,405.0,100000.0,0.0,0.0,0.0,0.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1102,Julian Humphrey,1.0,19.0,94.9,Georgia,25.0,7.0,73.0,189.0,763.0,205000.0,367600.0,9600.0,358000.0,367600.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1103,Oscar Delp,4.0,20.0,94.87,Georgia,6.0,11.0,77.0,225.0,50.0,102000.0,15800.0,6800.0,9000.0,15800.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1105,Darris Smith,4.0,21.40861466821886,93.95,Georgia,12.0,8.0,77.0,225.0,166.0,82000.0,3617.0,3400.0,217.0,3617.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1106,Christen Miller,1.0,19.0,93.85,Georgia,25.0,5.0,75.5,295.0,58.0,79000.0,8200.0,6900.0,1300.0,8200.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1108,Gunner Stockton,1.0,21.40861466821886,93.11,Georgia,24.0,1.0,73.0,215.0,57.0,122000.0,9100.0,9100.0,0.0,9100.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1109,De'Nylon Morrissette,4.0,19.0,91.7,Georgia,21.0,3.0,72.25,197.4,42.0,90000.0,3300.0,3300.0,0.0,3300.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1110,C.J. Smith,1.0,19.0,90.02,Georgia,24.0,3.0,75.0,180.0,395.0,94000.0,3500.0,3500.0,0.0,3500.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1111,Aliou Bah,1.0,19.0,89.65,Georgia,25.0,10.0,77.0,325.0,459.0,75000.0,3600.0,3600.0,0.0,3600.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1112,JaCorey Thomas,4.0,19.0,89.5,Georgia,25.0,4.0,73.0,188.0,395.0,86000.0,4000.0,2500.0,1500.0,4000.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1113,C.J. Madden,1.0,19.0,89.46,Georgia,6.0,2.0,75.0,239.0,58.0,84000.0,2400.0,2400.0,0.0,2400.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1117,Jayden Denegal,4.0,19.0,88.28,Georgia,1.0,1.0,76.0,215.0,1866.0,77000.0,3981.0,3000.0,981.0,3981.0,football,2022.0,14.0,1.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1123,Amarius Mims,6.0,20.0,98.41,Georgia,20.0,6.0,79.0,330.0,108.0,90000.0,14300.0,11300.0,3000.0,14300.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1124,Brock Vandagriff,3.0,21.0,97.23,Georgia,21.0,1.0,75.0,205.0,12.0,142000.0,14600.0,14600.0,0.0,14600.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1125,Smael Mondon,6.0,20.0,97.01,Georgia,25.0,8.0,75.0,220.0,86.0,197000.0,7900.0,7900.0,0.0,7900.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1126,Xavian Sorey,3.0,21.0,96.09,Georgia,22.0,8.0,75.0,214.0,459.0,88000.0,3500.0,3500.0,0.0,3500.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1127,Nyland Green,3.0,20.0,96.06,Georgia,25.0,7.0,73.0,185.0,42.0,89000.0,1300.0,1300.0,0.0,1300.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1128,Micah Morris,3.0,20.0,95.43,Georgia,21.0,10.0,78.0,330.0,241.0,86000.0,4400.0,4400.0,0.0,4400.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1129,Brock Bowers,6.0,20.0,95.28,Georgia,22.0,11.0,76.0,240.0,2168.0,730000.0,17271.0,17200.0,71.0,17271.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1130,Tyrion Ingram-Dawkins,3.0,20.0,93.96,Georgia,25.0,5.0,77.0,298.0,120.0,79000.0,6500.0,6500.0,0.0,6500.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1131,Dylan Fairchild,3.0,20.0,93.92,Georgia,20.0,10.0,77.0,298.0,50.0,74000.0,2417.0,2400.0,17.0,2417.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1133,David Daniel-Sisavanh,6.0,20.0,93.39,Georgia,1.0,4.0,74.0,185.0,63.0,84000.0,5300.0,5300.0,0.0,5300.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1134,Jonathan Jefferson,3.0,20.0,93.05,Georgia,20.0,5.0,76.0,255.0,83.0,74000.0,3100.0,2000.0,1100.0,3100.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1135,Kamari Lassiter,6.0,20.0,91.29,Georgia,25.0,7.0,72.0,185.0,252.0,200000.0,6400.0,4500.0,1900.0,6400.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1136,Jamon Dumas-Johnson,6.0,21.0,91.17,Georgia,1.0,8.0,73.0,235.0,522.0,147000.0,0.0,0.0,0.0,0.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
1137,Jared Wilson,3.0,20.0,91.06,Georgia,15.0,10.0,76.0,325.0,218.0,73000.0,3300.0,3300.0,0.0,3300.0,football,2021.0,26.0,2.1726027397260275,Georgia,1.0,155951449.0,61722123.0
